osebuildingid,datayear,buildingtype,primarypropertytype,propertyname,address,city,state,zipcode,taxparcelidentificationnumber,councildistrictcode,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuildings,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,energystarscore,siteeuiwnkbtu_sf,sourceeuikbtu_sf,sourceeuiwnkbtu_sf,siteenergyusekbtu,siteenergyusewnkbtu,steamusekbtu,electricitykwh,electricitykbtu,naturalgastherms,naturalgaskbtu,defaultdata,compliancestatus,totalghgemissions,ghgemissionsintensity,building_age,gfa_per_floor,parking_ratio,is_multipurpose,energystarscore_is_missing,building_age_category,floor_density,primary_usage_dominance,remaining_usage_dominance,usage_balance_index,eui_ratio,energy_efficiency_score,is_high_performer,energy_vulnerability_index,elec_ratio,gas_ratio,steam_ratio,carbon_intensity_of_mix,fossil_fuel_dependency,avg_building_size,geo_cluster,is_downtown,is_central_district,dist_to_center,building_macro_category,size_category,is_specialized,age_size_interaction,usage_size_interaction,perf_age_interaction,log_gfa_total,log_gfa_building,age_squared,energy_score_squared,score_per_sqft,construction_era,is_pre_1980,regulatory_gap,decade_built,size_vs_neighborhood,age_vs_neighborhood,density_vs_type,neighborhood_avg_score,score_vs_neighborhood,data_confidence_index,is_compliant,admin_risk_flag,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,cat_Education,cat_Healthcare,cat_Hospitality,cat_Other,cat_Public_Assembly,cat_Residential,cat_Storage,is_public_building,star_score_percentile,renovation_potential_index,surface_exposure_index,structural_complexity_score
177,2016,SPS-District K-12,K-12 School,Madrona K-8,1121 33rd Ave.,Seattle,WA,98122.0,7152200350,3,CENTRAL,47.61224,-122.29087,2002,1.0,3,66994,0,66994,K-12 School,K-12 School,66994.0,79.0,38.5,94.09999847,99.59999847,2371304.5,2579774.5,0.0,534831.5,1824845.0,5464.591797,546459.0,True,Error - Correct Default Data,41.74,0.62,14,22331.333333333332,0.0,1,0,New,22.331333333333333,1.0,0.0,1.0,0.37619555903909885,0.79,0,1.4,0.7695532142750963,0.2304465748704985,0.0,0.01452232811096171,0.2304465748704985,66.994,1,0,0,0.05901095237326841,Education,Medium,1,0.937916,0.66994,0,11.112373268722708,11.112373268722708,0.019600000000000003,0.6241000000000001,7.109192437078791,Modern,0,14,2000,1.4860476465108026,-22.0,0.8025203792547871,66.8,1.1826347305389222,0.5,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0.6278870829769033,2.9400000000000004,16748.5,1.5557322576211792
178,2016,SPS-District K-12,K-12 School,Van Asselt Elementary,8311 Beacon Ave S,Seattle,WA,98118.0,7243500230,2,GREATER DUWAMISH,47.52915,-122.28904,2000,1.0,3,98357,0,98357,K-12 School,K-12 School,98357.0,88.0,38.5,77.80000305,81.30000305,3456131.5,3783580.25,0.0,564791.125,1927067.0,15290.64063,1529064.0,True,Error - Correct Default Data,94.64,0.96,16,32785.666666666664,0.0,1,0,New,32.785666666666664,1.0,0.0,1.0,0.4511567749867846,0.88,1,0.7058823529411765,0.5575791893335077,0.44242066599607105,0.0,0.025121032865792287,0.44242066599607105,98.357,9,0,0,0.10943532382187969,Education,Medium,1,1.573712,0.98357,16,11.496369162654512,11.496369162654512,0.0256,0.7744,7.6545906585763115,Modern,0,16,2000,2.347702589807853,-36.0,1.178217406668703,61.92263610315186,1.4211281291934663,0.5,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.7786569717707442,1.92,24589.25,1.8394190660247218
179,2016,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,73.0,88.69999695,234.8999939,243.5,4253369.5,4503671.5,0.0,1046112.813,3569337.0,6840.320313,684032.0,False,Compliant,61.21,1.12,58,54765.0,0.0,2,1,Mature,54.765,0.4704647128640555,0.5295352871359444,0.5017446663724053,0.356747574398298,0.73,0,0.4576271186440678,0.8391786793975929,0.16082120304854775,0.0,0.011041059799765808,0.16082120304854775,54.765,9,0,0,0.1049668066581089,Other,Medium,0,3.17637,1.0953,0,10.910824842428626,10.910824842428626,0.3364,0.5328999999999999,6.690603236166609,Mid_Century,1,58,1950,1.3071965628356605,6.0,4.42194081470616,61.92263610315186,1.1788903798991255,0.7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.548759623609923,15.659999999999998,27382.5,12.656556817217206
180,2016,NonResidential,Other,Hope Place,3802 S Othello St,Seattle,WA,98118.0,7378600265,2,GREATER DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,72.0,25.0,24.60000038,27.89999962,1950092.5,2220796.5,0.0,19771.90039,67462.0,18826.30859,1882631.0,False,Compliant,100.46,1.12,7,17964.2,0.0,3,1,New,17.9642,0.5175070417831019,0.4824929582168981,0.5006129930239905,0.8902438732401352,0.72,0,3.5,0.03459425642629773,0.9654059999717962,0.0,0.05127030076778409,0.9654059999717962,89.821,9,0,0,0.10582839127568501,Other,Medium,0,0.628747,2.69463,0,11.405585213149562,11.405585213149562,0.004900000000000001,0.5184,6.31269668802183,Modern,0,7,2000,2.143955125910013,-45.0,0.8560903545558521,61.92263610315186,1.162741196612836,0.7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.459153122326775,1.9600000000000002,14970.166666666666,2.3951728947614086
182,2016,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,Seattle,WA,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,College/University,52611.0,72.0,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,0.0,726633.375,2479273.0,16375.97852,1637598.0,False,Compliant,104.26,1.98,36,26305.5,0.0,1,1,Modern,26.3055,1.0,0.0,1.0,0.433314910864838,0.72,0,0.7567567567567568,0.6022225857668864,0.39777729278166685,0.0,0.022888864274729,0.39777729278166685,52.611,2,0,1,0.033184744989231116,Education,Medium,1,1.893996,0.52611,0,10.87069950958867,10.87069950958867,0.1296,0.5184,6.623308825388033,Early_Code,0,36,1980,1.1373015272538614,0.0,0.8233419232334191,71.91260162601625,1.001215341567508,0.7,1,0,False,False,False,False,False,True,True,False,False,False,False,False,False,1,0.459153122326775,10.08,17537.0,3.913451823451921
183,2016,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,Seattle,WA,98119.0,7443000375,7,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,89.0,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0.0,678868.1875,2316298.0,21322.83984,2132284.0,False,Compliant,129.39,0.93,15,34900.0,0.2686246418338109,1,0,New,25.525,0.9707736389684813,0.029226361031518655,0.9432556382952519,0.4672364767104167,0.89,1,0.6875,0.5206822622711841,0.47931762533346295,0.0,0.02696588092948709,0.47931762533346295,102.1,2,0,1,0.03327330010684328,Other,Medium,1,2.094,1.396,15,11.846543632608535,11.533717798424087,0.0225,0.7921,7.512739813410264,Modern,0,15,2000,3.0177585144672987,-21.0,2.289374551542693,71.91260162601625,1.2376134083265031,1.0,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.7931993156544055,1.65,27920.0,1.7769815448912802
185,2016,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,Seattle,WA,98125.0,2826049152,5,NORTH,47.70763,-122.29453,2011,1.0,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,96.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,0.0,1403853.5,4789948.0,35660.39453,3566039.0,False,Compliant,222.78,0.94,5,118379.0,0.0,2,0,New,118.379,1.0,0.0,1.0152523968505145,0.44472682790872714,0.96,1,0.6666666666666666,0.5732353509103082,0.42676446957771663,0.0,0.024338222940349905,0.42676446957771663,236.758,3,0,0,0.10291447808739482,Education,Large,1,1.18379,4.73516,5,12.374798025109309,12.374798025109309,0.0025000000000000005,0.9216,7.75770237261323,High_Performance,0,5,2010,5.6892466658656735,-32.0,4.254182164483496,74.26666666666667,1.2926391382405744,1.0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,1,0.9011976047904192,0.2,78919.33333333333,1.237479802510931
187,2016,NonResidential,Other,Youth Services Center,1211 E Alder Street,Seattle,WA,98122.0,2908700085,3,CENTRAL,47.60462,-122.31549,1971,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,72.0,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,4336524.5,2390094.5,8155002.0,5801.719727,580172.0,False,Compliant,422.39,1.68,45,41830.166666666664,0.0,2,1,Modern,41.83016666666666,0.5481092194229842,0.4518907805770158,0.5046289939869777,0.4155219606134343,0.72,0,0.6086956521739131,0.6238669798113482,0.044383821538131994,0.3317490838988043,0.027446379353871345,0.3761329054369363,83.66033333333333,1,0,0,0.03735358751178073,Other,Large,0,11.294145,5.01962,0,12.433136502395,12.433136502395,0.2025,0.5184,5.790976394904907,Mid_Century,1,45,1970,5.567210860210284,9.0,1.9934315033676449,66.8,1.0778443113772456,0.7,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0.459153122326775,12.6,35854.42857142857,11.1898228521555
189,2016,SPS-District K-12,K-12 School,Greenwood Elementary,144 N.W. 80th St.,Seattle,WA,98117.0,2919200635,6,NORTHWEST,47.68725,-122.35996,2002,1.0,3,62526,0,62526,K-12 School,K-12 School,62526.0,96.0,35.09999847,70.59999847,75.30000305,1986094.875,2192411.0,0.0,326608.6875,1114389.0,8717.058594,871706.0,True,Error - Correct Default Data,54.07,0.86,14,20842.0,0.0,1,0,New,20.842,1.0,0.0,1.0,0.4504249281749311,0.96,1,0.26666666666666666,0.5610955518930081,0.4389045110445693,0.0,0.024945225741041195,0.4389045110445693,62.526,8,0,0,0.06759584380714463,Education,Medium,1,0.875364,0.62526,14,11.043353742439358,11.043353742439358,0.019600000000000003,0.9216,8.693011402059339,Modern,0,14,2000,1.1142375992372875,-26.0,0.7489982570571218,70.80288461538461,1.3558769606844572,0.5,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,1,0.9011976047904192,0.56,15631.5,1.5460695239415103
338,2016,NonResidential,Other,Jack R. McDonald Building,1900 9th Ave.,Seattle,WA,98101.0,0660001215,7,DOWNTOWN,47.61598,-122.33448,2004,1.0,11,299070,68432,230638,Other,Other,250000.0,72.0,264.0,530.7000122,532.2999878,65336980.0,66000296.0,0.0,8983483.0,30651644.0,346853.3125,34685331.0,False,Compliant,2055.82,6.87,12,27188.18181818182,0.22881599625505736,1,1,New,20.967090909090906,0.8359246999030328,0.16407530009696725,0.7256908080098852,0.4923685355061313,0.72,0,2.1538461538461537,0.46913163112222206,0.5308682923514371,0.0,0.02954341438799283,0.5308682923514371,230.638,1,1,1,0.015493960113541113,Other,Large,0,3.58884,2.9907,0,12.608436282378069,12.348608996541525,0.0144,0.5184,5.710462295838333,Modern,0,12,2000,3.3643251269763597,-42.5,0.9991941912452775,68.54356060606061,1.0504269017158963,0.7,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0.459153122326775,3.36,24922.5,1.5130123538853681
190,2016,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,Seattle,WA,98108.0,2924049043,2,GREATER DUWAMISH,47.536,-122.31768,2007,1.0,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,21.0,62.5,165.8000031,168.3999939,3242077.75,3375016.25,0.0,778834.0,2657382.0,5846.959961,584696.0,False,Compliant,49.58,0.77,9,21338.333333333332,0.0,3,0,New,21.33833333333333,0.46864016246192297,0.531359837538077,0.5019668788208291,0.3618817785172888,0.21,0,7.9,0.8196540012033949,0.18034607590764903,0.0,0.012017304026715584,0.18034607590764903,64.015,0,0,0,0.09022236086469905,Other,Medium,0,0.576135,1.92045,0,11.066888331097017,11.066888331097017,0.0081,0.04409999999999999,1.8975523536269705,Modern,0,9,2000,1.5279866332497911,-43.0,1.7229406935902782,61.92263610315186,0.3391328490120772,1.0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0748502994011976,7.109999999999999,16003.75,2.9880598493961945
194,2016,NonResidential,Retail Store,Northgate Mall,401 Northgate Way,Seattle,WA,98125.0,2926049025,5,NORTH,47.70759,-122.3255,1951,1.0,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,98.0,54.29999924,118.9000015,121.0,27717034.0,28763498.0,0.0,4755137.5,16224529.0,114925.0313,11492503.0,False,Compliant,723.47,1.36,65,530039.0,0.0,2,0,Mature,530.039,0.9529544052418785,0.047045594758121534,0.9103353864560477,0.4398654211959787,0.98,1,0.030303030303030304,0.5853631019827014,0.41463682585950573,0.0,0.023731841076501906,0.41463682585950573,530.039,8,0,0,0.09028348741602935,Commercial,Mega,1,34.452535,10.60078,65,13.180707754378572,13.180707754378572,0.42250000000000004,0.9603999999999999,7.435109087176661,Mid_Century,1,65,1950,12.736729544635347,28.0,20.22432081807082,74.26666666666667,1.3195691202872533,1.0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.938836612489307,1.3,265019.5,17.134920080692144
195,2016,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,Seattle,WA,98125.0,2926049409,5,NORTH,47.7066,-122.321,1964,1.0,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,72.0,163.1000061,311.0,321.0,7265178.0,7668810.0,0.0,980312.8125,3344827.0,39203.50391,3920350.0,False,Compliant,231.53,4.27,52,18074.666666666668,0.0,1,1,Mature,18.07466666666667,0.8669961640601948,0.13300383593980525,0.7693723688697947,0.4967845659163987,0.72,0,0.5283018867924528,0.4603916105014908,0.5396082518556324,0.0,0.02998041217985299,0.5396082518556324,54.224,8,0,0,0.09063167216817973,Other,Medium,0,2.819648,0.54224,0,10.900897335695076,10.900897335695076,0.27040000000000003,0.5184,6.604960837878495,Mid_Century,1,52,1960,1.302991709720053,15.0,0.8613546829330284,74.26666666666667,0.9694793536804309,0.7,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.459153122326775,14.56,13556.0,5.6684666145614395
197,2016,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,Seattle,WA,98125.0,2926049528,5,NORTH,47.70619,-122.32586,1965,1.0,4,124342,0,124342,Retail Store,Retail Store,122000.0,76.0,71.59999847,223.6999969,222.1000061,8765978.0,8729918.0,0.0,2536231.25,8653621.0,1123.560059,112356.0,False,Compliant,66.3,0.53,51,31085.5,0.0,1,0,Mature,31.0855,0.9811648517797688,0.018835148220231246,0.9630392291764938,0.3214126174625798,0.76,0,0.46153846153846156,0.9871826052951536,0.012817280627443965,0.0,0.003640863689139991,0.012817280627443965,124.342,8,0,0,0.08883810950262075,Commercial,Medium,1,6.341442,1.24342,0,11.7307991549249,11.7307991549249,0.2601,0.5776,6.4786719980704115,Mid_Century,1,51,1960,2.9879130121350475,14.0,1.1861072954822955,74.26666666666667,1.0233393177737882,1.0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.5970915312232677,12.24,24868.4,5.9827075690116995
198,2016,NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,Seattle,WA,98105.0,2982800005,4,NORTHEAST,47.66231,-122.28146,1953,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,10.0,293.2000122,578.2000122,576.5999756,253832464.0,257764208.0,0.0,33892500.0,115641210.0,1381912.375,138191238.0,False,Compliant,8145.52,9.27,63,87900.0,0.0,1,0,Mature,87.9,1.0,0.0,1.0,0.49948111675256035,0.1,0,1.40625,0.45558085115542984,0.5444190858108677,0.0,0.03022095410144228,0.5444190858108677,146.5,5,0,0,0.07968903124019247,Healthcare,Mega,1,55.377,8.79,0,13.686541314323094,13.686541314323094,0.39690000000000003,0.010000000000000002,0.7306447823698823,Mid_Century,1,63,1950,17.91245516791653,21.0,1.212693130693553,68.03611111111111,0.1469807700159229,1.0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,0,0.040419161676646706,56.7,79909.09090909091,8.622521028023549
200,2016,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,Seattle,WA,98133.0,3026049024,5,NORTHWEST,47.70956,-122.3345,1996,1.0,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,72.0,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,0.0,544942.8125,1859345.0,13318.83008,1331883.0,False,Compliant,83.7,1.51,20,18480.666666666668,0.0,3,0,New,18.480666666666668,0.5165037336315429,0.4834962663684571,0.5005447464475619,0.44100976702648337,0.72,0,1.3333333333333333,0.5826424355575318,0.4173574861027255,0.0,0.02386787407011705,0.4173574861027255,55.442,8,0,0,0.09028135798713065,Other,Medium,0,1.10884,1.66326,0,10.923110744953865,10.923110744953865,0.04000000000000001,0.5184,6.591528885968838,Early_Code,0,20,1990,0.9879979684757331,-20.0,0.8807027576566273,70.80288461538461,1.0169077205133428,1.0,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.459153122326775,5.6000000000000005,13860.5,6.55386644697232
205,2016,SPS-District K-12,K-12 School,Ballard High,1418 N.W. 65th St.,Seattle,WA,98117.0,3050700050,6,BALLARD,47.67661,-122.37489,1999,1.0,2,242795,0,242795,K-12 School,K-12 School,242795.0,80.0,40.0,107.3000031,112.3000031,9157150.0,9708318.0,0.0,2303477.0,7859464.0,12976.84766,1297685.0,True,Error - Correct Default Data,123.71,0.51,17,121397.5,0.0,1,0,New,121.3975,1.0,0.0,1.0,0.3513513482834187,0.8,1,1.1111111111111112,0.8582871308212708,0.14171275997444618,0.0,0.010085637671109461,0.14171275997444618,242.795,2,0,0,0.0616699294632265,Education,Large,1,4.127515,2.42795,17,12.399976863567195,12.399976863567195,0.028900000000000006,0.6400000000000001,6.45162494093443,Early_Code,0,17,1990,5.7572559992412025,-21.0,4.362657898046826,64.7967032967033,1.2346307131349106,0.5,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,1,0.6396492728828058,3.4000000000000004,80931.66666666667,2.1079960668064235
209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,WA,98122.0,3225049002,3,EAST,47.61233,-122.3171,1910,1.0,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,72.0,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,141452.2031,482635.0,8989.550781,898955.0,False,Compliant,51.11,0.6,106,16974.0,0.0,1,1,Historic,16.974,1.0,0.0,1.0154587847598244,0.5625000412326401,0.72,0,0.2616822429906542,0.34933298325362594,0.6506669262709156,0.0,0.0355333460421194,0.6506669262709156,84.87,1,0,0,0.0332203085476369,Storage,Medium,1,8.99622,0.8487,0,11.34888773562083,11.34888773562083,1.1236000000000002,0.5184,6.344234049827907,Historic,1,106,1910,1.594341749323715,57.0,0.8710310587691953,69.46643109540636,1.0364718449565085,0.7,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.459153122326775,29.68,14145.0,12.02982099975808
211,2016,Campus,University,NSCC MAIN CAMPUS,9600 COLLEGE WAY N,Seattle,WA,98103.0,3226049021,5,NORTHWEST,47.69936,-122.33401,1970,11.0,2,694072,111625,582447,College/University,College/University,667335.0,72.0,56.09999847,161.1999969,167.0,35891484.0,37410800.0,0.0,9803878.0,33450832.0,24406.47852,2440648.0,False,Compliant,362.82,0.52,46,347036.0,0.16082625433672587,1,1,Modern,291.2235,0.9614780599130925,0.03852194008690746,0.9259239995623036,0.3337468999665967,0.72,0,0.5957446808510638,0.93199913383353,0.06800075471942035,0.0,0.006400037401629869,0.06800075471942035,52.94972727272727,8,0,0,0.08032859826985408,Education,Mega,1,31.927312,6.94072,0,13.450332421277029,13.27499519005089,0.2116,0.5184,5.353027549423498,Mid_Century,1,46,1970,12.36863255250332,6.0,9.115071623073792,70.80288461538461,1.0169077205133428,0.7,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,1,0.459153122326775,12.88,231357.33333333334,6.1871529137874335
212,2016,SPS-District K-12,K-12 School,Aki Kurose Middle,3928 S. Graham St.,Seattle,WA,98118.0,3332501090,2,SOUTHEAST,47.54632,-122.28198,1952,1.0,2,173185,0,173185,K-12 School,K-12 School,173185.0,79.0,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0.0,527763.0,1800727.0,43270.4375,4327044.0,True,Error - Correct Default Data,242.36,1.4,64,86592.5,0.0,1,0,Mature,86.5925,1.0,0.0,1.0,0.6010186860855927,0.79,0,0.3230769230769231,0.293863274764733,0.7061366436395352,0.0,0.03830683193718956,0.7061366436395352,173.185,9,0,0,0.100173124140156,Education,Large,1,11.08384,1.73185,0,12.062121440434662,12.062121440434662,0.4096,0.6241000000000001,6.5494283397923745,Mid_Century,1,64,1950,3.4446168228016787,28.5,3.1118717769033117,75.78571428571429,1.0424128180961356,0.5,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.6278870829769033,13.44,57728.333333333336,7.719757721878184
214,2016,SPS-District K-12,K-12 School,Boren Building,5950 Delridge Way S.W.,Seattle,WA,98106.0,3438501230,1,DELRIDGE,47.54862,-122.36214,1963,1.0,1,145341,0,145341,K-12 School,K-12 School,139069.0,75.0,45.59999847,69.5,77.19999695,5499097.0,6337972.0,0.0,546590.625,1864967.0,36341.29688,3634130.0,True,Error - Correct Default Data,206.01,1.42,53,145341.0,0.0,1,0,Mature,145.341,0.9568463131532052,0.04315368684679477,0.9174171076833528,0.5683453237410072,0.75,0,0.46296296296296297,0.3391405898095633,0.6608594101904367,0.0,0.036042970509521835,0.6608594101904367,145.341,6,0,0,0.07301780604756589,Education,Medium,1,7.703073,1.45341,0,11.886844864912606,11.886844864912606,0.28090000000000004,0.5625,6.309495989249744,Mid_Century,1,53,1960,2.9355887699454657,15.0,5.223114656891812,67.41836734693878,1.1124564855456334,0.5,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.5786997433704021,13.25,72670.5,6.300027778403681
215,2016,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,Seattle,WA,98108.0,3466800065,2,GREATER DUWAMISH,47.55152,-122.31869,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,61.0,21.10000038,36.0,39.70000076,2100097.75,2415462.5,0.0,267431.0,912475.0,11876.22949,1187623.0,False,Compliant,69.44,0.61,112,28574.25,0.0,1,0,Historic,28.57425,1.0,0.0,1.0,0.5111111005555555,0.61,0,0.34513274336283184,0.43449168020869505,0.5655084388333829,0.0,0.031275422298795374,0.5655084388333829,114.297,0,0,0,0.07546663169905099,Storage,Medium,1,12.801264,1.14297,0,11.646564351817041,11.646564351817041,1.2544000000000002,0.3721,5.237596097640853,Historic,1,112,1900,2.7281775868242035,60.0,0.9235374919198448,61.92263610315186,0.9851001804636528,1.0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.27181351582549185,43.68000000000001,22859.4,13.044152074035088
216,2016,SPS-District K-12,K-12 School,Rainier Beach High,8815 Seward Park Ave S.,Seattle,WA,98118.0,3524049149,2,SOUTHEAST,47.52407,-122.26586,1960,1.0,2,184125,0,184125,K-12 School,K-12 School,184125.0,86.0,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,0.0,879209.3125,2999862.0,58004.30078,5800430.0,True,Error - Correct Default Data,328.97,1.79,56,92062.5,0.0,1,0,Mature,92.0625,1.0,0.0,1.0,0.5676959735329301,0.86,1,0.24561403508771928,0.3408820980031117,0.6591179019968882,0.0,0.03595589509984441,0.6591179019968882,184.125,9,0,0,0.12751854178902355,Education,Large,1,10.311,1.84125,56,12.12337558484319,12.12337558484319,0.31360000000000005,0.7395999999999999,7.093733869593084,Mid_Century,1,56,1960,3.662211349125843,20.5,3.3084469839900814,75.78571428571429,1.1347785108388313,0.5,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.7527801539777588,7.840000000000001,61375.0,6.789090327512187
220,2016,NonResidential,Warehouse,8109,4786 First Ave S,Seattle,WA,98134.0,3573700006,2,GREATER DUWAMISH,47.55901,-122.33328,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,87.0,33.59999847,42.0,47.09999847,6744317.0,7874958.5,0.0,385937.0,1316817.0,54275.0,5427500.0,False,Compliant,297.43,1.27,79,234144.0,0.0,1,0,Old,234.144,1.0,0.0,1.0,0.6857142676190475,0.87,1,0.1625,0.19524838467705477,0.8047516153229453,0.0,0.04323758076614726,0.8047516153229453,234.144,0,0,0,0.06354258808074956,Storage,Large,1,18.497376,2.34144,79,12.363695860550678,12.363695860550678,0.6241000000000001,0.7569,7.036730843371379,Historic,1,79,1930,5.588829215896885,27.0,7.567679379444085,61.92263610315186,1.4049789459071769,1.0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0.7662532078699743,10.27,117072.0,9.767319729835036
223,2016,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1966,1.0,1,64984,0,64984,Retail Store,Retail Store,65425.0,72.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0.0,766027.8125,2613687.0,3306.090088,330609.0,False,Compliant,35.78,0.55,50,64984.0,0.0,1,0,Modern,64.984,1.0,0.0,1.0136646790613701,0.34429993165516287,0.72,0,0.5490196078431373,0.8877119617293946,0.1122879533606715,0.0,0.008614397413303772,0.1122879533606715,64.984,0,0,0,0.0994190248393139,Commercial,Medium,1,3.2492,0.64984,0,11.081911753015689,11.081911753015689,0.25,0.5184,6.497073934955929,Mid_Century,1,50,1960,1.3125429206220967,12.0,2.4795482295482296,67.41836734693878,1.067958226123808,1.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.459153122326775,14.0,32492.0,5.540955876507844
224,2016,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,Seattle,WA,98126.0,3624039009,1,DELRIDGE,47.52254,-122.36627,1965,1.0,1,67745,0,67745,Retail Store,Retail Store,67782.0,37.0,141.5,223.8999939,227.3000031,9230223.0,9589728.0,0.0,769080.3125,2624102.0,66061.21094,6606121.0,False,Compliant,369.14,5.45,51,67745.0,0.0,1,0,Mature,67.745,1.0,0.0,1.0010929281314764,0.6083072827631729,0.37,0,1.2115384615384615,0.2842945397960591,0.7157054602039409,0.0,0.03878527301019705,0.7157054602039409,67.745,0,0,0,0.0994190248393139,Commercial,Medium,1,3.454995,0.67745,0,11.123520696408578,11.123520696408578,0.2601,0.1369,3.3262849964351746,Mid_Century,1,51,1960,1.3683094324378913,13.0,2.5848977411477416,67.41836734693878,0.5488118662025124,1.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.12596236099230113,32.13,33872.5,5.672995555168375
